"STUDY_ID","REVIEWERS","INCLUDE","Study_ID","AUTHORS","TITLE","JOURNAL","VOLUME","INITIAL_PAGE","END_PAGE","DOI","PUBLICATION_YEAR","ABSTRACT","INCLUSION","WHY1","INCLUSION2","Pdf_available","Type","Notes...16","INCLUSION3","WHY3","Notes...19","Country","Title"
493,"Amara","not vetted",19,"Thiet, Rachel K.; Boerner, R. E. J.","Spatial patterns of ectomycorrhizal fungal inoculum in arbuscular mycorrhizal barrens communities:: implications for controlling invasion by <i>Pinus virginiana</i>","MYCORRHIZA",17,"507","517","10.1007/s00572-007-0123-8",2007,"Invasion of globally threatened ecosystems dominated by arbuscular mycorrhizal plants, such as the alkaline prairies and serpentine barrens of eastern North America, by species of ectomycorrhizal (ECM) pine (Pinus) seriously threatens the persistence, conservation, and ongoing restoration of these rare plant communities. Using Maryland serpentine barrens and an Ohio alkaline prairie complex as model systems, we tested the hypothesis that the invasiveness of Virginia pine (Pinus virginiana L.) into such communities is regulated by the spatial pattern of ECM fungal inoculum in the soil. ECM colonization of pine seedlings can occur by (1) hyphae growing from the roots of mature ECM pines colonizing nearby seedlings (contagion model), (2) pine seedlings being infected after germinating in open areas where spores are concentrated in feces of animals that have consumed sporocarps (centers of infection model), and (3) colonization from spores that are wind-dispersed across the landscape (background model). To test these models of dispersal of ECM fungal inoculum into these barrens, we used autocorrelation and spatially explicit mapping techniques (semivariance analysis and kriging) to characterize the distribution and abundance of ECM inoculum in soil. Our results strongly suggest that ECM fungi most often disperse into open barrens by contagion, thereby facilitating rapid pine colonization in an advancing front from mature pine forests bordering the barrens. Spatial patterns consistent with the centers of infection model were present but less common. Thus, current management techniques that rely on cutting and fire to reverse pine invasion may be ineffective because they do not kill or disrupt hyphal mats attached to mature roots of neighboring pines. Management alternatives are discussed.","NO","Does not approach fire effects on ECM","NO","NA","NA",NA,NA,NA,NA,NA,"spatial patterns of ectomycorrhizal fungal inoculum in arbuscular mycorrhizal barrens communities implications for controlling invasion by <i>pinus virginiana<i>"
494,"Amara","not vetted",98,"Thiet, Rachel Kay","Soil microbial community pattern and process: Impacts on vascular plant communities in three ecosystems of high conservation value",NA,NA,NA,NA,NA,2002,NA,"NO","NA","NO","NA","NA",NA,NA,NA,NA,NA,"soil microbial community pattern and process impacts on vascular plant communities in three ecosystems of high conservation value"
495,"Amara","not vetted",533,"Thomas, Paul; Buntgen, Ulf","A risk assessment of Europe's black truffle sector under predicted climate change","SCIENCE OF THE TOTAL ENVIRONMENT",655,"27","34","10.1016/j.scitotenv.2018.11.252",2019,"The black truffle (Tubermelanosporum) is a highly revered culinary icon species that grows symbioticallywith its host trees across several parts of southern Europe. Where harvested under natural or cultivated conditions, truffles can have a significant socioeconomic impact and may even form a key component of cultural identity. Although some aspects of truffle biology and ecology have been elucidated recently, the role of abiotic, environmental and climatic factors in the production andmaturation of their fruitbodies is still largely unknown. Based on 36-year-long, continuous records of Mediterranean truffle yield, we demonstrate that decreased summer precipitation together with increased summer temperatures significantly reduce the fungus' subsequent winter harvest. Using state-of-the-art climate model projections, we predict that a significant decline of 78-100% in southern European truffle production is likely to occur between 2071 and 2100. The additional threats of forecasted heatwaves, forest fires, pest and disease outbreaks are discussed along with socioeconomic and ecological consequences of a warmer and dryer future climate. Our results emphasize the need for unravelling the direct and indirect effects of climate change on Europe's truffle sector and underline the importance of conservation initiatives at local to international scales. Crown Copyright (c) 2018 Published by Elsevier B. V. All rights reserved.","NO","Does not approach fire effects on ECM","NO","NA","NA",NA,NA,NA,NA,NA,"a risk assessment of europes black truffle sector under predicted climate change"
496,"Amara","not vetted",379,"Tomao, Antonio; Antonio Bonet, Jose; Castano, Carles; de-Miguel, Sergio","How does forest management affect fungal diversity and community composition? Current knowledge and future perspectives for the conservation of forest fungi","FOREST ECOLOGY AND MANAGEMENT",457,NA,NA,"10.1016/j.foreco.2019.117678",2020,"The influence of forest management on fungal diversity and community composition has been the subject of a wide number of studies over the last two decades. However, the difficulty of studying the complex kingdom of fungi under real forest conditions has led to rather scattered scientific knowledge. Here, we provide the current state of knowledge suggesting future research directions regarding (i) stand structure attributes (age, tree cover, stand density, tree species composition), (ii) management history (managed vs unmanaged), (iii) silvicultural treatments (thinning, clearcutting, shelterwood methods, selective cutting) and (iv) other anthropogenic disturbances (mushroom picking, salvage logging, prescribed burning, fertilization) affecting fungal diversity and community composition. The reviewed studies reported a positive correlation between fungal diversity and stand structure variables such as canopy cover, basal area of the stand and tree species diversity, particularly for mycorrhizal species. Abundance and diversity in size, tree species and decomposition stage of deadwood are reported as positively related to richness of wood-inhabiting fungi. The main findings about the effects of silvicultural practices suggest that the higher is the management intensity the lower is the diversity of ectomycorrhizal and wood-inhabiting species, at least in the short term. We have therefore reported those silvicultural practices which may reduce trade-offs between timber harvesting and fungal diversity conservation. Indeed, fungal diversity can be conserved in managed forests if (i) low impact logging operations are performed; (ii) stand structural complexity and late-successional forest characteristics are enhanced; (iii) deadwood amount and diversity is promoted, (iv) landscape heterogeneity and connectivity is improved or maintained.","YES",NA,"MAYBE","YES","Review",NA,NA,NA,NA,NA,"how does forest management affect fungal diversity and community composition current knowledge and future perspectives for the conservation of forest fungi"
497,"Amara","not vetted",245,"Torres, P; Honrubia, M","Changes and effects of a natural fire on ectomycorrhizal inoculum potential of soil in a Pinus halepensis forest","FOREST ECOLOGY AND MANAGEMENT",96,"189","196","10.1016/S0378-1127(97)00058-3",1997,"A typically mediterranean forest of Pinus halepensis was studied. During two years following fruiting fungal species, the number of sclerotia in soil, and the percentages and types of mycorrhizas present were determined. In burned stands ascomycetes were typical carbonicolous while basidiomycetes were strongly reduced. The sclerotia extracted from soils were mainly Cenococcum. The number of sclerotia in burned stands was greater than in unburned stands. Seven types of mycorrhizas were recognized in Pinus halepensis root systems from bioassays: Cenococcum, E-strain, Rhizopogon, Suillus, Tuber, Xerocomus, and one non-identified. Nearly 100% of the roots were colonized by mycorrhizal fungi. Ectendomycorrhizas represented 50-90% of the total number. The predominant type is ectendomycorrhizas formed by ascomycetes included in the E-strain group. (C) 1997 Elsevier Science B.V.","YES",NA,"YES","YES","Article",NA,"YES",NA,NA,"Spain","changes and effects of a natural fire on ectomycorrhizal inoculum potential of soil in a pinus halepensis forest"
498,"Amara","not vetted",432,"Trappe, James M.; Nicholls, A. O.; Claridge, Andrew W.; Cork, Steven J.","Prescribed burning in a <i>Eucalyptus</i> woodland suppresses fruiting of hypogeous fungi, an important food source for mammals","MYCOLOGICAL RESEARCH",110,"1333","1339","10.1016/j.mycres.2006.07.018",2006,"Fruit bodies of hypogeous fungi are an important food source for many small mammals and are consumed by larger mammals as well. A controversial hypothesis that prescribed burning increases fruiting of certain hypogeous fungi based on observations in Tasmania was tested in the Australian Capital Territory to determine if it applied in a quite different habitat. Ten pairs of plots, burnt and nonburnt, were established at each of two sites prescribe-burnt in May 1999. When sampled in early July, after autumn rains had initiated the fungal fruiting season, species richness and numbers of fruit bodies on the burnt plots were extremely low: most plots produced none at all. Both species richness and fruit body numbers were simultaneously high on nonburnt plots. one of the sites was resampled a year after the initial sampling. At that time species richness and fruit body abundance were still significantly less on burnt plots than on nonburnt, but a strong trend towards fungal recovery on the burnt plots was evident. This was particularly so when numbers of fruit bodies of one species, the hypogeous agaric Dermocybe globuliformis, were removed from the analysis. This species strongly dominated the nonburnt plots but was absent from burnt plots in both years. The trend towards recovery of fruit body abundance in the burnt plots one year after the burn was much more pronounced with exclusion of the Dermocybe data. The Tasmanian-based hypothesis was based mostly on the fruiting of two fire-adapted species in the Mesophelliaceae. Neither species occurred on our plots. Accordingly, the results and conclusions of the Tasmanian study cannot be extrapolated to other habitats without extensive additional study. Implications for management of habitat for fungi and the animals that rely on the fungi as a food source are discussed. (c) 2006 The British Mycological Society. Published by Elsevier Ltd. All rights reserved.","YES",NA,"YES","YES","Article",NA,"YES",NA,NA,"Australia","prescribed burning in a <i>eucalyptus<i> woodland suppresses fruiting of hypogeous fungi an important food source for mammals"
499,"Amara","not vetted",433,"Trautwig, Adam N.","Microbial Communities in Cogongrass (Imperata Cylindrica (L.) Beauv.) Invaded Commercial Loblolly Pine (Pinus Taeda L.) Stands",NA,NA,NA,NA,NA,2015,NA,"NO","Does not approach fire effects on ECM","NO","NA","NA",NA,NA,NA,NA,NA,"microbial communities in cogongrass imperata cylindrica l beauv invaded commercial loblolly pine pinus taeda l stands"
500,"Amara","not vetted",511,"Treseder, KK; Allen, MF","Mycorrhizal fungi have a potential role in soil carbon storage under elevated CO<sub>2</sub> and nitrogen deposition","NEW PHYTOLOGIST",147,"189","200","10.1046/j.1469-8137.2000.00690.x",2000,"In this review, we discuss the potential for mycorrhizal fungi to act as a source or sink for carbon (C) under elevated CO2 and nitrogen deposition. Mycorrhizal tissue has been estimated to comprise a significant fraction of soil organic matter and below-ground biomass in a range of systems. The current body of literature indicates that in many systems exposed to elevated CO2, mycorrhizal fungi might sequester increased amounts of C in living, dead and residual hyphal biomass in the soil. Through this process, the fungi might serve as a negative feedback on the rise in atmospheric CO2 levels caused by fossil fuel burning and deforestation. By contrast, a few preliminary studies suggest that N deposition might increase turnover rates of fungal tissue and negate CO2 effects on hyphal biomass. If these latter responses are consistent among ecosystems, C storage in hyphae might decline in habitats surrounding agricultural and urban areas. When N additions occur without CO2 enrichment, effects on mycorrhizal growth are inconsistent. We note that analyses of hyphal decomposition under elevated CO2 and N additions are extremely sparse but are critical in our understanding of the impact of global change on the cycling of mycorrhizal C. Finally, shifts in the community composition of arbuscular and ectomycorrhizal fungi with increasing CO2 or N availability are frequently documented. Since mycorrhizal groups vary in growth rate and tissue quality, these changes in species assemblages could produce unforeseeable impacts on the productivity, survivorship, or decomposition of mycorrhizal biomass.","NO","Does not approach fire effects on ECM","NO","NA","NA",NA,NA,NA,NA,NA,"mycorrhizal fungi have a potential role in soil carbon storage under elevated co<sub>2<sub> and nitrogen deposition"
501,"Amara","not vetted",396,"Treseder, KK; Mack, MC; Cross, A","Relationships among fires, fungi, and soil dynamics in Alaskan Boreal Forests","ECOLOGICAL APPLICATIONS",14,"1826","1838","10.1890/03-5133",2004,"Fires are critical pathways of carbon loss from boreal forest soils, whereas microbial communities form equally critical controls over carbon accumulation between fires. We used a chronosequence in Alaska to test Read's hypothesis that arbuscular mycorrhizal fungi should dominate ecosystems with low accumulation of surface litter, and ectomycorrhizal fungi should proliferate where organic horizons are well-developed. This pattern is expected because ectomycorrhizal fungi display a greater capacity to mineralize organic compounds than do arbuscular mycorrhizal fungi. The sites were located in upland forests near Delta Junction, Alaska, and represent stages at 3, 15, 45, and 80 years following fire. Soil organic matter accumulated 2.8-fold over time. Fire did not noticeably reduce the abundance of arbuscular mycorrhizal fungi. In contrast, ectomycorrhizal colonization required up to 15 years to return to pre-fire levels. As a result, dominant mycorrhizal groups shifted from arbuscular to ectomycorrhizal fungi as succession progressed. Bacterial functional diversity was greatest in the oldest sites. Altogether, microbes that can mineralize organic compounds (i.e., ectomycorrhizae and bacteria) recovered more slowly than those that cannot (i.e., arbuscular mycorrhizae). Potential net N mineralization and standing pools of ammonium-N were relatively low in the youngest site. In addition, glomalin stocks were positively correlated with arbuscular mycorrhizal hyphal length, peaking early in the chronosequence. Our results indicate that microbial succession may influence soil carbon and nitrogen dynamics in the first several years following fire, by augmenting carbon storage in glomalin while inhibiting mineralization of organic compounds.","YES",NA,"YES","YES","Article",NA,"YES",NA,"Only approaches ECM root colonization. Also number of samples is not clear. Probably will be discarded","USA","relationships among fires fungi and soil dynamics in alaskan boreal forests"
502,"Amara","not vetted",408,"Trimber, Gillian","Plant Neighbor Has Stronger Influence on Pinyon Pine Ectomycorrhizal Fungi than Soil History of Fire",NA,NA,NA,NA,NA,2023,NA,"NO","NA","NO","NA","NA",NA,NA,NA,NA,NA,"plant neighbor has stronger influence on pinyon pine ectomycorrhizal fungi than soil history of fire"
503,"Amara","not vetted",15,"Trofymow, John. A.; Shay, Philip-Edouard; Tomm, Bradley; Berube, Jean A.; Ramsfield, Tod","Differences in Soil Fungal Communities between Forested Reclamation and Forestry Sites in the Alberta Oil Sands Region","JOURNAL OF FUNGI",9,NA,NA,"10.3390/jof9111110",2023,"Fungi play key roles in forest soils and provide benefits to trees via mycorrhizal symbioses. After severe disturbance, forest regrowth can be impeded because of changes in fungal communities. In 2013-2014, soil fungi in forest floor and mineral soil were examined by Roche 454 pyrosequencing in undisturbed, harvested, and burned jack pine stands in a forested area near Fort Chipewyan, Alberta. These fungal communities were compared with jack pine, white spruce, and larch stands in Gateway Hill, a nearby certified reclaimed area. In 2014, a more detailed sampling of forestry and reclamation jack pine sites examined fungi in soil fractions using two high-throughput sequencing platforms and a sporocarp survey. The significances of compositional and functional differences in fungal communities between the forested and reclamation sites were assessed using permutation tests of partially constrained ordinations, accounting for confounding factors by variance partitioning. Taxa associated with the forestry area were primarily ectomycorrhizal. Fungal richness and diversity were greater in soils from the reclamation sites and included significantly more pathogenic taxa and taxa with unknown functional properties. Fungal community dissimilarities may have been artefacts of historical legacies or, alternatively, may have resulted from contrasting niche differentiation between forestry and reclamation sites.","NO","Does not approach fire effects on ECM","YES","YES","Article",NA,"NO","Insufficient","Chaotic sampling design. Just one soil sample of the UB… Maybe Off topic","Canada","differences in soil fungal communities between forested reclamation and forestry sites in the alberta oil sands region"
504,"Amara","not vetted",435,"Trowbridge, J; Jumpponen, A","Fungal colonization of shrub willow roots at the forefront of a receding glacier","MYCORRHIZA",14,"283","293","10.1007/s00572-003-0264-3",2004,"Shrub willows (Salix spp.) form associations with arbuscular mycorrhizal (AM), ectomycorrhizal (EM) and dark septate endophytic (DSE) fungi. Willow root colonization by these three types of fungi was studied on a deglaciated forefront of Lyman Glacier, Washington, USA. Root colonization was low; less than 1% of the root length was colonized by AM and 25.6% by DSE. EM colonized 25% of the root tips and 19.4% of the root length. AM and DSE colonization were not related to distance from the present glacier terminus or to canopy cover. EM colonization increased with distance from the glacier terminus based on gridline intercept data but not on root tip frequency data. Availability of propagules in the substrate was low, but numbers of propagules increased with distance from the glacier terminus. The EM communities were dominated by three ascomycetes showing affinity to Sordariaceae in BLAST analyses. Other frequent taxa on the glacier forefront included species of Cortinariaceae, Pezizaceae, Russulaceae, Thelephoraceae and Tricholomataceae. When occurrence of individual taxa was used as a response variable to canopy cover, distance from the glacier terminus, and their interaction, four different fungal guilds were identified: 1) fungi that did not respond to these environmental variables; 2) fungi that occurred mainly in intercanopy areas and decreased with distance from the glacier terminus; 3) fungi that were insensitive to canopy cover but increased with distance from the glacier terminus; 4) fungi that occurred mainly under willow canopies and increased with distance from the glacier terminus. We suggest that fungal colonization is mainly limited by fungal propagule availability. Environmental conditions may also limit successful establishment of plant-fungus associations. We propose that the four EM guilds partly explain successional dynamics. The initial EM community comprises fungi that tolerate low organic matter and nitrogen environment (first and second guilds above). During later community development, these fungi are replaced by those that benefit from an increased organic matter and nitrogen environment (third and fourth guilds above).","NO","Does not approach fire effects on ECM","NO","NA","NA",NA,NA,NA,NA,NA,"fungal colonization of shrub willow roots at the forefront of a receding glacier"
505,"Amara","not vetted",373,"Trusty, Paul E.; Cripps, Cathy L.","Influence of Fire on Mycorrhizal Colonization of Planted and Natural Whitebark Pine Seedlings: Ecology and Management Implications","FUTURE OF HIGH-ELEVATION, FIVE-NEEDLE WHITE PINES IN WESTERN NORTH AMERICA: PROCEEDINGS OF THE HIGH FIVE SYMPOSIUM, 2010",63,"198","202",NA,2011,NA,"YES",NA,"YES","YES","?",NA,"YES",NA,"Complete information may be found in Trusty's masterr thesis","USA","influence of fire on mycorrhizal colonization of planted and natural whitebark pine seedlings ecology and management implications"
506,"Amara","not vetted",538,"Tuininga, Amy R.; Dighton, John","Temporal relationships between ectomycorrhizal diversity and functional responses to disturbance by fire","Ecological Society of America Annual Meeting Abstracts",87,"285","285",NA,2002,NA,"YES",NA,"YES","NO","Abstract?",NA,NA,NA,NA,NA,"temporal relationships between ectomycorrhizal diversity and functional responses to disturbance by fire"
507,"Amara","not vetted",431,"Tuininga, Amy Renee","Fire effects on ectomycorrhizal diversity, community structure, and function in the New Jersey Pine Barrens",NA,NA,NA,NA,NA,2000,NA,"YES","Thesis?","NO","NA","Thesis?","DOWNLOADED THE PUBLISHED ARTICLE",NA,NA,NA,NA,"fire effects on ectomycorrhizal diversity community structure and function in the new jersey pine barrens"
508,"Amara","not vetted",133,"Tuininga, AR; Dighton, J","Changes in ectomycorrhizal communities and nutrient availability following prescribed burns in two upland pine-oak forests in the New Jersey pine barrens","CANADIAN JOURNAL OF FOREST RESEARCH-REVUE CANADIENNE DE RECHERCHE FORESTIERE",34,"1755","1765","10.1139/X04-037",2004,"Forests in the New Jersey pine barrens are frequently prescribed burned to reduce fuel loads and risk of wildfire. To acquire baseline data for effects of prescribed burns on ectomycorrhizal diversity and nutrient uptake, field studies were undertaken in two upland pine-oak forests in the New Jersey pine barrens subjected to different burn regimes. Ectomycorrhizal diversity was assessed by extraction of roots from soil cores and separation according to morphological characters. Nutrient availability to plant roots was measured using root bioassays. Relative to unburned plots, plots exposed to a fire at Greenwood, where burning was more frequent, had decreased total abundance of ectomycorrhizal tips, richness of ectomycorrhizal types, and Simpson's diversity in the L and F horizons, but increased Simpson's diversity in the deeper A horizon. At Lebanon, under a less frequent burn regime, richness was lower in whole cores and in the A horizon of burned versus unburned plots. Nitrogen, phosphorus, and potassium uptake by root bioassays indicated higher field availability of nutrients to roots in burned plots than roots in unburned plots, indicating a fertilization effect of the fire. Prescribed burning primarily impacted ectomycorrhizal community structure in the L and F horizons at these sites. Changes in function of ectomycorrhizae (nutrient uptake) in response to the burns was associated with decreased ectomycorrhizal diversity.","YES",NA,"YES","YES","Article",NA,"YES",NA,NA,"USA","changes in ectomycorrhizal communities and nutrient availability following prescribed burns in two upland pineoak forests in the new jersey pine barrens"
509,"Amara","not vetted",189,"Turner, Monica G.; Whitby, Timothy G.; Romme, William H.","Feast not famine: Nitrogen pools recover rapidly in 25-yr-old postfire lodgepole pine","ECOLOGY",100,NA,NA,"10.1002/ecy.2626",2019,"The extent of young postfire conifer forests is growing throughout western North America as the frequency and size of high-severity fires increase, making it important to understand ecosystem structure and function in early seral forests. Understanding nitrogen (N) dynamics during postfire stand development is especially important because northern conifers are often N limited. We resampled lodgepole pine (Pinus contorta var. latifolia) stands that regenerated naturally after the 1988 fires in Yellowstone National Park (Wyoming, USA) to ask (1) How have N pools and fluxes changed over a decade (15 to 25 yr postfire) of very rapid forest growth? (2) At postfire year 25, how do N pools and fluxes vary with lodgepole pine density and productivity? Lodgepole pine foliage, litter (annual litterfall, forest-floor litter), and mineral soils were sampled in 14 plots (0.25 ha) that varied in postfire lodgepole pine density (1,500 to 344,000 stems/ha) and aboveground net primary production (ANPP; 1.4 to 16.1 Mg center dot ha(-1)center dot yr(-1)). Counter to expectation, foliar N concentrations in lodgepole pine current-year and composite needles (1.33 and 1.11% N, respectively) had not changed over time. Further, all measured ecosystem N pools increased substantially: foliar N increased to 89 kg N/ha (+93%), O-horizon N increased to 39 kg N/ha (+38%), and mineral soil percent total N (0-15 cm) increased to 0.08% (+33%). Inorganic N availability also increased to 0.69 mu g N center dot[g resin](-1)center dot d(-1) (+165%). Thus, soil N did not decline as live biomass N pools increased. Among stands, biomass N pools at postfire year 25 remained strongly influenced by early postfire tree density: foliar and litterfall N concentrations declined with lodgepole pine density and ANPP, but the foliar N pool increased. Lodgepole pine ANPP correlated negatively with annual resin-sorbed N, and we found no indication of widespread N limitation. The large increases in N pools cannot be explained by atmospheric N deposition or presence of known N fixers. These results suggest an unmeasured N source and are consistent with recent reports of N fixation in young lodgepole pine.","NO","Does not approach fire effects on ECM","NO","NA","NA",NA,NA,NA,NA,NA,"feast not famine nitrogen pools recover rapidly in 25yrold postfire lodgepole pine"
510,"Amara","not vetted",8,"Twieg, Brendan D.; Durall, Daniel M.; Simard, Suzanne W.","Ectomycorrhizal fungal succession in mixed temperate forests","NEW PHYTOLOGIST",176,"437","447","10.1111/j.1469-8137.2007.02173.x",2007,"Ectomycorrhizal (ECM) fungal communities of Douglas-fir (Pseudotsuga menziesii) and paper birch (Betula papyrifera) were studied along a chronosequence of forest development after stand-replacing disturbance. Previous studies of ECM succession did not use molecular techniques for fungal identification or lacked replication, and none examined different host species.Four age classes of mixed forests were sampled: 5-, 26-, 65-, and 100-yr-old, including wildfire-origin stands from all four classes and stands of clearcut origin from the youngest two classes. Morphotyping and DNA sequences were used to identify fungi on ECM root tips.ECM fungal diversities were lower in 5-yr-old than in older stands on Douglas-fir, but were similar among age classes on paper birch. Host-specific fungi dominated in 5-yr-old stands, but host generalists were dominant in the oldest two age classes. ECM fungal community compositions were similar in 65- and 100-yr-old stands but differed among all other pairs of age classes.Within the age range studied, site-level ECM fungal diversity reached a plateau by the 26-yr-old age class, while community composition stabilized by the 65-yr-old class. Simple categories such as 'early stage', 'multi stage', and 'late stage' were insufficient to describe fungal species' successional patterns. Rather, ECM fungal succession may be best described in the context of stand development.","YES",NA,"YES","YES","Article",NA,"YES",NA,NA,"Canada","ectomycorrhizal fungal succession in mixed temperate forests"
511,"Amara","not vetted",1,"Twieg, Brendan D.; Durall, Daniel M.; Simard, Suzanne W.; Jones, Melanie D.","Influence of soil nutrients on ectomycorrhizal communities in a chronosequence of mixed temperate forests","MYCORRHIZA",19,"305","316","10.1007/s00572-009-0232-7",2009,"Many factors associated with forests are collectively responsible for controlling ectomycorrhizal (ECM) fungal community structure, including plant species composition, forest structure, stand age, and soil nutrients. The objective of this study was to examine relationships among ECM fungal community measures, local soil nutrients, and stand age along a chronosequence of mixed forest stands that were similar in vegetation composition and site quality. Six combinations of age class (5-, 26-, 65-, and 100-year-old) and stand initiation type (wildfire and clearcut) were replicated on four sites, each representing critical seral stages of stand development in Interior Cedar-Hemlock (ICH) forests of southern British Columbia. We found significant relationships between ECM fungal diversity and both available and organic P; available P was also positively correlated with the abundance of two ECM taxa (Rhizopogon vinicolor group and Cenoccocum geophilum). By contrast, ECM fungal diversity varied unpredictably with total and mineralizable N or C to N ratio. We also found that soil C, N, available P, and forest floor depth did not exhibit strong patterns across stand ages. Overall, ECM fungal community structure was more strongly influenced by stand age than specific soil nutrients, but better correlations with soil nutrients may occur at broader spatial scales covering a wider range of site qualities.","NO","Does not approach fire effects on ECM","YES","YES","Article",NA,"YES",NA,"Influence of soil nutrients","Canada","influence of soil nutrients on ectomycorrhizal communities in a chronosequence of mixed temperate forests"
512,"Amara","not vetted",472,"Ucitel, D; Christian, DP; Graham, JM","Vole use of coarse woody debris and implications for habitat and fuel management","JOURNAL OF WILDLIFE MANAGEMENT",67,"65","72","10.2307/3803062",2003,"Woody debris is an increasing management focus in forests, representing multiple and sometimes conflicting values. Fuel management may prioritize removal of coarse woody debris (CWD) to minimize wildfire occurrence, intensity, or both. Conversely, management for wildlife habitat or other ecological values often focuses on retention of CWD. We modeled and quantified CWD use by red-backed voles (Clethrionomys gapperi), tested whether voles move selectively in portions of forest stands with greater CWD, and correlated stand-level measures of CWD as habitat to fuel loads, providing a basis of comparison for CWD. quantitative guidelines. Voles used CWD at a greater rate than expected based on availability and traveled in portions of stands with greater CWD coverage (21-27 trails made by individual voles in each of 5 forest stands). A strong correlation between stand-measure CWD coverage and fuel-load measure (r = +0.96) provides a basis for comparing CWD guidelines. We concluded that current guidelines from different research fields disagree. Only 2 of the 5 stands we sampled fit with guidelines for fuel management and ectomycorrhizae in the northern Rocky Mountains. Coarse woody debris coverage in all of our stands was well below recommendations for small mammals in coastal forests.","NO","Does not approach fire effects on ECM","NO","NA","NA",NA,NA,NA,NA,NA,"vole use of coarse woody debris and implications for habitat and fuel management"
513,"Amara","not vetted",556,"Upadhyay, Ramesh Chandra; Singh, Manjit","Production of Edible Mushrooms","Mycota: Industrial Applications, Vol 10, Second Edition",10,"79","97",NA,2010,NA,"NO","Does not approach fire effects on ECM","NO","NA","NA",NA,NA,NA,NA,NA,"production of edible mushrooms"
514,"Amara","not vetted",228,"V. Caiafa, Marcos; Nelson, Amelia R.; Borch, Thomas; Roth, Holly K.; Fegel, Timothy S.; Rhoades, Charles C.; Wilkins, Michael J.; Glassman, Sydney I.","Distinct fungal and bacterial responses to fire severity and soil depth across a ten-year wildfire chronosequence in beetle-killed lodgepole pine forests","FOREST ECOLOGY AND MANAGEMENT",544,NA,NA,"10.1016/j.foreco.2023.121160",2023,"Lodgepole pine forests are under threat due to wildfires of increasing severity and frequency coupled with tree mortality from insect outbreaks. Soil microbial communities, which drive biogeochemical cycles and partner in mycorrhizal symbiosis with lodgepole pines, play critical roles in the ability of these forests to survive and regenerate in the face of simultaneous global change threats. How soil microbial communities are influenced by fire severity and soil depth and how they recover over time in lodgepole pine forests with existing insect-driven mortality remains an open question. Here, we sampled two soil depths (0-5 and 5-15 cm) and various burn severities across a ten-year wildfire chronosequence in the Southern Rocky Mountains. We used qPCR of 18S and 16S rRNA genes to assess changes in fungal and bacterial abundance and ITS2 and 16S amplicon sequencing to assess fungal and bacterial richness and composition. Our results show that: 1) higher severity fires led to larger reductions of both fungal and bacterial abundance and richness, 2) the impact of fire on fungal and bacterial communities was modulated by soil depth, with more severe impacts in shallower soils 3) both fungal and bacterial communities exhibit a partial recovery of abundance and species richness in older fires, 4) fire severity is the main driver of fungal and bacterial community structure but its effect varied across time, 5) pyrophilous ""fire-loving"" fungi and bacteria exhibit an increased abundance in burned plots, particularly in recent fires, and 6) symbiotic ectomycorrhizal fungi are particularly hard hit by the compound effect of the beetle-driven tree mortality and wildfires. They exhibit a consistently low abundance and richness in the high severity plots which did not recover over time, and unburned plots have a depauperated ectomycorrhizal community.","YES",NA,"YES","YES","Article",NA,"YES",NA,NA,"USA","distinct fungal and bacterial responses to fire severity and soil depth across a tenyear wildfire chronosequence in beetlekilled lodgepole pine forests"
515,"Amara","not vetted",193,"Valdes, M.; Pereda, V.; Ramirez, P.; Valenzuela, R.; Pineda, R. M.","THE ECTOMYCORRHIZAL COMMUNITY IN A <i>PINUS OAXACANA</i> FOREST UNDER DIFFERENT SILVICULTURAL TREATMENTS","JOURNAL OF TROPICAL FOREST SCIENCE",21,"88","97",NA,2009,"VALDES M, PEREDA V, RAMIREZ P, VALENZUELA R & PINEDA RM. 2009. The ectomycorrhizal community in a Pinus oaxacana forest under different silvicultural treatments. This study was conducted in a tropical mountain ecosystem to examine the ectomycorrhizal (EM) fungal communities lit a secondary pine-oak forest Under different silvicultural practices. Species richness was analysed by examining ectomycorrhizal root tips and sporocarps in a control, seed tree harvest and seed free harvest phis prescribed burning stands. The fungal region ITSI-5.8S-ITS2 from single EM root tips was digested and compared with the ITS-RFLP of identified sporocarps, of the same stands. Diversity of EM fungi was higher in terms of ITS-RFLPs for root tips compared with sporocarps. Fungal abundance was slightly affected by silvicultural treatments, but species composition was different. Fruiting bodies of Laccaria laccata and Lactarius crysorrheus were most abundant in all stands. Sporocarps of Russula emitica, L. laccata, L. chrysorrheus and sclerotia of Cenococcum geophilum were in all three stands. However, L. laccata and L. chrysorrheus were found just in the roots of trees growing in the burned stand. Cenococcum geophilum was present in all stands. The seed tree treatment had the highest numbers of the root colonizing fungi as well as EM sporocarps, i.e. 24 RFLP-taxa and M sporocarp species, whereas the control stand had 19 RFLP-taxa as EM and 12 sporocarp species. Thirty five per cent of the identified sporocarp taxa were found in the roots. Thus, the seed tree treatment preserved the vital symbionts of the trees best.","YES",NA,"YES","YES","Article",NA,"NO","Off_topic","They do not have a treatment that approaches fire itself!","Mexico","the ectomycorrhizal community in a <i>pinus oaxacana<i> forest under different silvicultural treatments"
